Mailing ID,Mailing Name,Subject,Sender,Date Sent,Time Sent,List Size,# Of Opens,Open Rate Percent,# of Clicks,Click Rate Percent,Webform Unsubs,Unsubscribe Percent
415,2013 06 03 EOFY Boats Comp Non-Donors Mid,Across time and international borders,The Metropolitan Museum of Art (development@metmuseum.org),6/3/13,2:46:38 PM,779,331,0.424903723,5,0.006418485,0,0
412,2013 06 03 EOFY Boats Comp Donors Low,Across time and international borders,The Metropolitan Museum of Art (development@metmuseum.org),6/3/13,2:43:49 PM,5,1,0.2,0,0,0,0
413,2013 06 03 EOFY Boats Comp Donors Mid,Across time and international borders,The Metropolitan Museum of Art (development@metmuseum.org),6/3/13,2:41:48 PM,16,9,0.5625,0,0,0,0
410,2013 06 03 EOFY Boats Comp Donors High,Across time and international borders,The Metropolitan Museum of Art (development@metmuseum.org),6/3/13,2:39:29 PM,23,6,0.260869565,0,0,0,0
422,2013 06 03 EOFY Boats Met Net Low,Across time and international borders,The Metropolitan Museum of Art (membership@metmuseum.org),6/3/13,2:29:40 PM,9506,2912,0.306332842,69,0.007258574,7,0.000736377
423,2013 06 03 EOFY Boats Members Mid*,Across time and international borders,The Metropolitan Museum of Art (membership@metmuseum.org),6/3/13,2:29:18 PM,76667,24959,0.325550758,600,0.007826053,60,0.000782605
411,2013 06 03 EOFY Boats Members SUP,Across time and international borders,The Metropolitan Museum of Art (membership@metmuseum.org),6/3/13,2:25:55 PM,1273,492,0.38648861,12,0.009426551,0,0
407,2013 06 03 EOFY Boats Members Mid,Across time and international borders,The Metropolitan Museum of Art (membership@metmuseum.org),6/3/13,8:40:10 AM,76511,0,0,0,0,0,0
403,2013 05 22 Cloisters Lapsed,Search for the Unicorn,The Metropolitan Museum of Art (membership@metmuseum.org),5/23/13,9:55:19 AM,111876,21880,0.195573671,1479,0.013219994,151,0.001349709
404,2013 05 22 Cloisters Registrants,Search for the Unicorn,The Metropolitan Museum of Art (MetMuseum_Newsletter@metmuseum.org),5/22/13,2:27:47 PM,121771,29170,0.239548004,2696,0.022139918,133,0.001092214
402,2013 05 22 Cloisters Donors,Search for the Unicorn,The Metropolitan Museum of Art (development@metmuseum.org),5/22/13,2:15:02 PM,2613,555,0.212399541,46,0.017604286,6,0.002296211
406,2013 05 22 Cloisters Members B,Search for the Unicorn,The Metropolitan Museum of Art (membership@metmuseum.org),5/22/13,1:57:46 PM,38864,12827,0.330048374,1013,0.026065253,25,0.000643269
405,2013 05 22 Cloisters Members A,Search for the Unicorn,The Metropolitan Museum of Art (membership@metmuseum.org),5/22/13,1:57:27 PM,38944,13172,0.338229252,900,0.023110107,19,0.00048788
396,2013 05 17 Civil War Kicker LP Nat,See it first! &quot;The Civil War and American Art&quot;,The Metropolitan Museum of Art (membership@metmuseum.org),5/20/13,10:43:55 AM,32766,5835,0.178080938,246,0.007507782,54,0.00164805
397,2013 05 17 Civil War Kicker LP Reg,See it first! &quot;The Civil War and American Art&quot;,The Metropolitan Museum of Art (membership@metmuseum.org),5/20/13,10:38:56 AM,27745,4071,0.14672914,127,0.004577401,31,0.001117318
401,2013 05 17 Civil War Kicker Donors,See it first! &quot;The Civil War and American Art&quot;,The Metropolitan Museum of Art (development@metmuseum.org),5/17/13,12:46:57 PM,5389,1097,0.203562813,41,0.007608091,11,0.002041195
399,2013 05 17 Civil War Kicker MM National,See it first! &quot;The Civil War and American Art&quot;,The Metropolitan Museum of Art (MetMuseum_Newsletter@metmuseum.org),5/17/13,12:42:18 PM,39827,9031,0.226755718,416,0.010445175,80,0.002008688
400,2013 05 17 Civil War Kicker MM Local,See it first! &quot;The Civil War and American Art&quot;,The Metropolitan Museum of Art (MetMuseum_Newsletter@metmuseum.org),5/17/13,12:40:22 PM,82547,19483,0.236023114,849,0.01028505,95,0.00115086
394,2013 05 17 Civil War Kicker AS/IN/DU,See it first! &quot;The Civil War and American Art&quot;,The Metropolitan Museum of Art (membership@metmuseum.org),5/17/13,12:22:10 PM,68529,22426,0.327248318,666,0.009718513,43,0.000627472
395,2013 05 17 Civil War Kicker FR,See it first! &quot;The Civil War and American Art&quot;,The Metropolitan Museum of Art (membership@metmuseum.org),5/17/13,12:21:50 PM,1974,695,0.352077001,35,0.017730496,1,0.000506586
393,2013 05 17 Civil War Kicker MN,See it first! &quot;The Civil War and American Art&quot;,The Metropolitan Museum of Art (membership@metmuseum.org),5/17/13,12:16:17 PM,9449,2876,0.304370833,120,0.012699757,10,0.001058313
390,2013 05 13 Civil War Donors,Discover American History at the Met,The Metropolitan Museum of Art (development@metmuseum.org),5/13/13,11:26:32 AM,426,53,0.124413146,6,0.014084507,0,0
389,2013 05 13 Civil War MM National,Discover American History at the Met,The Metropolitan Museum of Art (MetMuseum_Newsletter@metmuseum.org),5/13/13,11:20:06 AM,717,263,0.366806137,22,0.030683403,4,0.005578801
388,2013 05 13 Civil War MM Local,Discover American History at the Met,The Metropolitan Museum of Art (MetMuseum_Newsletter@metmuseum.org),5/13/13,11:12:37 AM,2131,776,0.364148287,64,0.030032848,4,0.001877053
387,2013 05 13 Civil War LP AS+FR,Discover American History at the Met,The Metropolitan Museum of Art (membership@metmuseum.org),5/13/13,11:06:22 AM,60,8,0.133333333,0,0,0,0
386,2013 05 13 Civil War LP MN+,Discover American History at the Met,The Metropolitan Museum of Art (membership@metmuseum.org),5/13/13,10:55:36 AM,78,9,0.115384615,0,0,0,0
385,2013 05 13 Civil War FR,Member Previews for &quot;The Civil War and American Art&quot;,The Metropolitan Museum of Art (membership@metmuseum.org),5/13/13,10:50:57 AM,1,0,0,0,0,0,0
384,2013 05 13 Civil War SUP + Comps,Reception for &quot;The Civil War and American Art&quot;,The Metropolitan Museum of Art (membership@metmuseum.org),5/13/13,10:47:23 AM,5,2,0.4,0,0,0,0
383,2013 05 13 Civil War SU + Comps,Reception for &quot;The Civil War and American Art&quot;,The Metropolitan Museum of Art (membership@metmuseum.org),5/13/13,10:43:52 AM,8,4,0.5,0,0,0,0
382,2013 05 13 Civil War AS/IN/DU,Member Previews for &quot;The Civil War and American Art&quot;,The Metropolitan Museum of Art (membership@metmuseum.org),5/13/13,10:40:20 AM,63,19,0.301587302,0,0,0,0
381,2013 05 13 Civil War MN less than six months,Discover American History at the Met,The Metropolitan Museum of Art (membership@metmuseum.org),5/13/13,10:36:56 AM,12,3,0.25,1,0.083333333,0,0
380,2013 05 09 Civil War Donors,Discover American History at the Met,The Metropolitan Museum of Art (development@metmuseum.org),5/10/13,2:25:04 PM,5005,1042,0.208191808,47,0.009390609,9,0.001798202
373,2013 05 09 Civil War MM National Zips,Discover American History at the Met,The Metropolitan Museum of Art (MetMuseum_Newsletter@metmuseum.org),5/10/13,2:14:45 PM,39245,9148,0.233099758,444,0.011313543,32,0.00081539
374,2013 05 09 Civil War MM Local Zips,Discover American History at the Met,The Metropolitan Museum of Art (MetMuseum_Newsletter@metmuseum.org),5/10/13,2:06:28 PM,80659,19775,0.245167929,856,0.010612579,49,0.000607496
375,2013 05 09 Civil War LP National AS + FR,Discover American History at the Met,The Metropolitan Museum of Art (membership@metmuseum.org),5/10/13,1:37:26 PM,33459,5901,0.176365104,247,0.007382169,40,0.001195493
372,2013 05 09 Civil War LP MN+,Discover American History at the Met,The Metropolitan Museum of Art (membership@metmuseum.org),5/10/13,1:29:53 PM,28065,4126,0.147015856,166,0.005914841,37,0.001318368
379,2013 05 09 Civil War FR,Member Previews for &quot;The Civil War and American Art&quot;,The Metropolitan Museum of Art (membership@metmuseum.org),5/10/13,1:23:58 PM,1968,751,0.381605691,55,0.027947154,0,0
378,2013 05 09 Civil War SUP + Comps,Reception for &quot;The Civil War and American Art&quot;,The Metropolitan Museum of Art (membership@metmuseum.org),5/10/13,1:18:43 PM,2589,1126,0.434916956,81,0.031286211,0,0
377,2013 05 09 Civil War SU + Comps,Reception for &quot;The Civil War and American Art&quot;,The Metropolitan Museum of Art (membership@metmuseum.org),5/10/13,1:11:40 PM,4521,1917,0.424021234,151,0.03339969,0,0
376,2013 05 09 Civil War AS/IN/DU + Comps,Member Previews for &quot;The Civil War and American Art&quot;,The Metropolitan Museum of Art (membership@metmuseum.org),5/10/13,1:10:04 PM,67757,24397,0.360066119,862,0.012721933,27,0.000398483
371,2013 05 09 Civil War MN exp less than 6 mo.,Discover American History at the Met,The Metropolitan Museum of Art (membership@metmuseum.org),5/10/13,1:07:57 PM,9542,2945,0.308635506,131,0.013728778,3,0.000314399
370,2013 05 01 Punk Kicker Registrants,Don't miss &quot;Punk&quot; at the Met,The Metropolitan Museum of Art (MetMuseum_Newsletter@metmuseum.org),5/3/13,10:01:37 AM,124945,29995,0.240065629,2167,0.017343631,125,0.00100044
369,2013 05 01 Punk Kicker Lapsed,Don't miss &quot;Punk&quot; at the Met,The Metropolitan Museum of Art (membership@metmuseum.org),5/3/13,9:58:56 AM,70718,12971,0.183418649,651,0.009205577,95,0.001343364
367,2013 05 01 Punk Kicker Met Net,Don't miss &quot;Punk&quot; at the Met,The Metropolitan Museum of Art (membership@metmuseum.org),5/3/13,9:58:55 AM,9983,2920,0.292497245,157,0.015726735,6,0.000601022
368,2013 05 01 Punk Kicker Donors,Don't miss &quot;Punk&quot; at the Met,The Metropolitan Museum of Art (development@metmuseum.org),5/3/13,9:58:50 AM,4724,987,0.208933108,66,0.013971211,15,0.003175275
366,2013 05 01 Punk Kicker Members,Don't miss Member previews for &quot;Punk&quot;,The Metropolitan Museum of Art (membership@metmuseum.org),5/3/13,9:56:17 AM,77206,23612,0.305831153,2904,0.037613657,24,0.000310857
362,2013 04 18 Punk Registrants,Rebellion and haute couture,The Metropolitan Museum of Art (MetMuseum_Newsletter@metmuseum.org),4/19/13,7:29:01 AM,125526,33113,0.263793955,2241,0.017852875,193,0.00153753
361,2013 04 18 Punk Lapsed,Rebellion and haute couture,The Metropolitan Museum of Art (membership@metmuseum.org),4/19/13,7:14:57 AM,72284,14528,0.200985004,714,0.009877705,123,0.001701621
360,2013 04 18 PUNK Donors (grey),Rebellion and haute couture,The Metropolitan Museum of Art (development@metmuseum.org),4/19/13,7:13:29 AM,4757,1048,0.220306916,56,0.011772125,12,0.002522598
359,2013 04 18 Punk Met Net,Rebellion and haute couture,The Metropolitan Museum of Art (membership@metmuseum.org),4/19/13,7:03:35 AM,10840,3582,0.330442804,216,0.019926199,6,0.000553506
363,2013 04 18 Punk Members,Rebellion and haute couture,The Metropolitan Museum of Art (membership@metmuseum.org),4/19/13,7:00:37 AM,76684,26954,0.351494445,3398,0.044311721,35,0.000456419
356,20130228 IFM NYT winner,&quot;I recommend not missing a thing&quot;,The Metropolitan Museum of Art (membership@metmuseum.org),2/28/13,1:59:31 PM,77626,15748,0.202870172,1207,0.015548914,174,0.002241517
354,20130228 IFM NYT sub1,The New York Times recommends...,The Metropolitan Museum of Art (membership@metmuseum.org),2/28/13,11:43:30 AM,25877,5065,0.195733663,362,0.013989257,61,0.002357306
355,20130228 IFM NYT sub2,&quot;I recommend not missing a thing&quot;,The Metropolitan Museum of Art (membership@metmuseum.org),2/28/13,11:43:30 AM,25876,5002,0.193306539,404,0.015612923,60,0.002318751
352,2013 02 06 Registrants,Your new Valentine,The Metropolitan Museum of Art (development@metmuseum.org),2/7/13,10:21:35 AM,119014,30528,0.256507638,1628,0.013679063,262,0.002201422
353,2013 02 06 Donors,Your new Valentine,The Metropolitan Museum of Art (development@metmuseum.org),2/7/13,10:07:04 AM,5448,1252,0.229809104,62,0.011380323,25,0.00458884
350,2013 02 06 Lapsed,Rekindle your love for the Met,The Metropolitan Museum of Art (membership@metmuseum.org),2/7/13,10:00:14 AM,111407,16576,0.148787778,854,0.007665587,275,0.002468427
351,2013 02 06 Members+Comps,Love at first sight,The Metropolitan Museum of Art (membership@metmuseum.org),2/7/13,9:54:51 AM,97036,33999,0.350375119,940,0.009687126,122,0.001257265
345,IRA Rollover,New IRA Rollover Opportunity,The Metropolitan Museum of Art (development@metmuseum.org),1/14/13,10:03:22 AM,87093,21585,0.247838517,266,0.003054206,130,0.001492657
349,2013 01 11 Thank You (Seed List),Thank you,The Metropolitan Museum of Art (development@metmuseum.org),1/11/13,10:21:05 AM,7,6,0.857142857,0,0,0,0
346,2013 01 11 Thank You (Non-Donors),Thank you,The Metropolitan Museum of Art (development@metmuseum.org),1/11/13,10:19:05 AM,185423,50857,0.274275575,4252,0.022931352,449,0.00242149
348,2013 01 11 Thank You (Members),Thank you,The Metropolitan Museum of Art (development@metmuseum.org),1/11/13,10:07:31 AM,71745,29310,0.408530211,2653,0.036978187,48,0.000669036
347,2013 01 11 Thank You (Donors),Thank you,The Metropolitan Museum of Art (development@metmuseum.org),1/11/13,10:03:39 AM,24143,11546,0.478233857,1465,0.060680114,31,0.001284016
344,EOY Tom -- MET STORE,Before midnight,"Thomas P. Campbell, Metropolitan Museum (development@metmuseum.org)",12/31/12,3:09:52 PM,105885,26177,0.247221042,595,0.005619304,95,0.0008972
330,EOY Tom -- MYMET LOW,Last chance,"Thomas P. Campbell, Metropolitan Museum (development@metmuseum.org)",12/31/12,10:06:47 AM,103051,27061,0.262598131,835,0.008102784,269,0.002610358
331,EOY Tom -- LAPSED LOW,Last chance,"Thomas P. Campbell, Metropolitan Museum (membership@metmuseum.org)",12/31/12,10:06:39 AM,75434,16360,0.216878331,534,0.007079036,259,0.003433465
332,EOY Tom -- MEMBERS LOW,Last chance,"Thomas P. Campbell, Metropolitan Museum (membership@metmuseum.org)",12/31/12,10:05:59 AM,67337,22157,0.329046438,506,0.007514442,96,0.001425665
340,EOY Tom -- MEMBERS MID,Last chance,"Thomas P. Campbell, Metropolitan Museum (membership@metmuseum.org)",12/31/12,10:04:57 AM,22620,7331,0.324093722,175,0.007736516,28,0.001237843
338,EOY Tom -- LAPSED MID,Last chance,"Thomas P. Campbell, Metropolitan Museum (membership@metmuseum.org)",12/31/12,10:04:00 AM,3581,821,0.229265568,28,0.007819045,5,0.001396258
339,EOY Tom -- LAPSED HIGH,Last chance,"Thomas P. Campbell, Metropolitan Museum (membership@metmuseum.org)",12/31/12,10:03:50 AM,1441,350,0.242886884,15,0.010409438,5,0.003469813
341,EOY Tom -- MEMBERS HIGH,Last chance,"Thomas P. Campbell, Metropolitan Museum (membership@metmuseum.org)",12/31/12,10:03:44 AM,1175,433,0.368510638,9,0.007659574,2,0.001702128
334,EOY Tom -- DONORS LOW,Last chance,"Thomas P. Campbell, Metropolitan Museum (development@metmuseum.org)",12/31/12,10:03:20 AM,2070,486,0.234782609,24,0.011594203,8,0.003864734
337,EOY Tom -- DONORS HIGH,Last chance,"Thomas P. Campbell, Metropolitan Museum (development@metmuseum.org)",12/31/12,10:02:50 AM,1888,518,0.274364407,11,0.005826271,6,0.003177966
336,EOY Tom -- DONORS MID,Last chance,"Thomas P. Campbell, Metropolitan Museum (development@metmuseum.org)",12/31/12,10:02:19 AM,577,144,0.249566724,7,0.012131716,3,0.005199307
342,EOY Tom -- COMPS HIGH,Last chance,"Thomas P. Campbell, Metropolitan Museum (membership@metmuseum.org)",12/31/12,10:02:18 AM,387,152,0.392764858,4,0.010335917,0,0
333,EOY Tom -- COMPS LOW,Last chance,"Thomas P. Campbell, Metropolitan Museum (membership@metmuseum.org)",12/31/12,10:02:16 AM,30,7,0.233333333,2,0.066666667,0,0
343,EOY Tom -- COMPS MID,Last chance,"Thomas P. Campbell, Metropolitan Museum (membership@metmuseum.org)",12/31/12,10:01:21 AM,13,5,0.384615385,0,0,0,0
335,EOY Tom -- SEED LIST,Last chance,"Thomas P. Campbell, Metropolitan Museum (development@metmuseum.org)",12/31/12,10:01:05 AM,8,7,0.875,3,0.375,0,0
309,EOY Will -- SEED LIST,The moment is now,The Metropolitan Museum of Art (development@metmuseum.org),12/28/12,7:15:00 AM,8,5,0.625,0,0,0,0
314,EOY Will -- LAPSED LOW,The moment is now,The Metropolitan Museum of Art (membership@metmuseum.org),12/28/12,7:08:43 AM,75903,13658,0.179940187,494,0.006508307,284,0.003741618
327,EOY Will -- MEMBERS MID,The moment is now,The Metropolitan Museum of Art (membership@metmuseum.org),12/28/12,7:07:17 AM,21287,6616,0.310800019,147,0.006905623,30,0.001409311
326,EOY Will -- LAPSED HIGH,The moment is now,The Metropolitan Museum of Art (membership@metmuseum.org),12/28/12,7:06:31 AM,1449,286,0.197377502,11,0.007591442,2,0.001380262
328,EOY Will -- MEMBERS HIGH,The moment is now,The Metropolitan Museum of Art (membership@metmuseum.org),12/28/12,7:06:28 AM,1115,418,0.374887892,10,0.00896861,0,0
325,EOY Will -- LAPSED MID,The moment is now,The Metropolitan Museum of Art (membership@metmuseum.org),12/28/12,7:06:21 AM,3604,701,0.194506104,19,0.00527192,8,0.002219756
324,EOY Will -- DONORS HIGH,The moment is now,The Metropolitan Museum of Art (development@metmuseum.org),12/28/12,7:06:06 AM,1901,369,0.194108364,7,0.003682272,3,0.001578117
310,EOY Will -- MYMET LOW,The moment is now,The Metropolitan Museum of Art (development@metmuseum.org),12/28/12,7:06:04 AM,103439,23285,0.225108518,752,0.007269985,267,0.002581231
323,EOY Will -- DONORS MID,The moment is now,The Metropolitan Museum of Art (development@metmuseum.org),12/28/12,7:05:22 AM,581,123,0.211703959,7,0.012048193,2,0.003442341
311,EOY Will -- MEMBERS LOW,The moment is now,The Metropolitan Museum of Art (membership@metmuseum.org),12/28/12,7:05:08 AM,63151,19593,0.31025637,492,0.007790851,96,0.001520166
317,EOY Will -- DONORS LOW,The moment is now,The Metropolitan Museum of Art (development@metmuseum.org),12/28/12,7:04:59 AM,2085,398,0.19088729,24,0.011510791,13,0.006235012
320,EOY Will -- COMPS LOW,The moment is now,The Metropolitan Museum of Art (membership@metmuseum.org),12/28/12,7:04:13 AM,30,9,0.3,1,0.033333333,0,0
322,EOY Will -- COMPS HIGH,The moment is now,The Metropolitan Museum of Art (membership@metmuseum.org),12/28/12,7:02:15 AM,388,148,0.381443299,2,0.005154639,0,0
321,EOY Will -- COMPS MID,The moment is now,The Metropolitan Museum of Art (membership@metmuseum.org),12/28/12,7:01:29 AM,13,5,0.384615385,0,0,0,0
295,EOY Maddie -- SEED LIST,What the Met taught me,The Metropolitan Museum of Art (development@metmuseum.org),12/24/12,7:14:23 AM,9,5,0.555555556,0,0,0,0
300,EOY Maddie -- LAPSED LOW,What the Met taught me,The Metropolitan Museum of Art (membership@metmuseum.org),12/24/12,7:09:36 AM,84253,13482,0.160018041,408,0.004842558,191,0.002266982
296,EOY Maddie -- MYMET LOW,What the Met taught me,The Metropolitan Museum of Art (development@metmuseum.org),12/24/12,7:09:05 AM,103892,22933,0.220738844,723,0.00695915,180,0.001732568
297,EOY Maddie -- MEMBERS LOW,What the Met taught me,The Metropolitan Museum of Art (membership@metmuseum.org),12/24/12,7:08:00 AM,64345,19224,0.298764473,492,0.007646282,71,0.001103427
303,EOY Maddie -- DONORS LOW,What the Met taught me,The Metropolitan Museum of Art (development@metmuseum.org),12/24/12,7:05:25 AM,2133,375,0.17580872,15,0.007032349,10,0.004688233
302,EOY Maddie -- LAPSED HIGH,What the Met taught me,The Metropolitan Museum of Art (membership@metmuseum.org),12/24/12,7:05:03 AM,1527,311,0.203667322,5,0.003274394,1,0.000654879
301,EOY Maddie -- LAPSED MID,What the Met taught me,The Metropolitan Museum of Art (membership@metmuseum.org),12/24/12,7:04:56 AM,3815,699,0.183224115,22,0.00576671,5,0.001310616
306,EOY Maddie -- COMPS LOW,What the Met taught me,The Metropolitan Museum of Art (membership@metmuseum.org),12/24/12,7:04:53 AM,32,11,0.34375,1,0.03125,0,0
298,EOY Maddie -- MEMBERS MID,What the Met taught me,The Metropolitan Museum of Art (membership@metmuseum.org),12/24/12,7:04:48 AM,21679,6682,0.308224549,166,0.00765718,17,0.000784169
305,EOY Maddie -- DONORS HIGH,What the Met taught me,The Metropolitan Museum of Art (development@metmuseum.org),12/24/12,7:03:26 AM,1944,377,0.193930041,7,0.003600823,2,0.001028807
304,EOY Maddie -- DONORS MID,What the Met taught me,The Metropolitan Museum of Art (development@metmuseum.org),12/24/12,7:02:55 AM,605,122,0.201652893,7,0.011570248,3,0.004958678
299,EOY Maddie -- MEMBERS HIGH,What the Met taught me,The Metropolitan Museum of Art (membership@metmuseum.org),12/24/12,7:02:52 AM,1133,411,0.362753751,14,0.012356575,1,0.000882613
293,EOY Maddie -- COMPS HIGH,What the Met taught me,The Metropolitan Museum of Art (membership@metmuseum.org),12/24/12,7:02:24 AM,390,146,0.374358974,6,0.015384615,1,0.002564103
307,EOY Maddie -- COMPS MID,What the Met taught me,The Metropolitan Museum of Art (membership@metmuseum.org),12/24/12,7:02:24 AM,13,5,0.384615385,0,0,0,0
292,EOY Michael -- SEED LIST,Discovering great art,The Metropolitan Museum of Art (development@metmuseum.org),12/17/12,10:42:15 AM,14,10,0.714285714,2,0.142857143,0,0
284,EOY Michael -- LAPSED LOW,Discovering great art,The Metropolitan Museum of Art (membership@metmuseum.org),12/17/12,7:07:56 AM,92426,12907,0.139646853,412,0.00445762,210,0.002272088
280,EOY Michael -- MYMET LOW,Discovering great art,The Metropolitan Museum of Art (development@metmuseum.org),12/17/12,7:07:40 AM,104247,22797,0.218682552,741,0.007108118,167,0.001601965
281,EOY Michael -- MEMBERS LOW,Discovering great art,The Metropolitan Museum of Art (membership@metmuseum.org),12/17/12,7:06:23 AM,65550,19536,0.298032037,505,0.007704043,58,0.000884821
282,EOY Michael -- MEMBERS MID,Discovering great art,The Metropolitan Museum of Art (membership@metmuseum.org),12/17/12,7:05:20 AM,22036,6757,0.306634598,156,0.007079325,14,0.000635324
285,EOY Michael -- LAPSED MID,Discovering great art,The Metropolitan Museum of Art (membership@metmuseum.org),12/17/12,7:04:55 AM,4065,652,0.160393604,28,0.006888069,12,0.00295203
286,EOY Michael -- LAPSED HIGH,Discovering great art,The Metropolitan Museum of Art (membership@metmuseum.org),12/17/12,7:04:52 AM,1599,304,0.190118824,7,0.004377736,5,0.003126954
287,EOY Michael -- DONORS LOW,Discovering great art,The Metropolitan Museum of Art (development@metmuseum.org),12/17/12,7:04:51 AM,2191,388,0.177088088,7,0.003194888,1,0.000456413
283,EOY Michael -- MEMBERS HIGH,Discovering great art,The Metropolitan Museum of Art (membership@metmuseum.org),12/17/12,7:03:46 AM,1145,416,0.363318777,6,0.005240175,0,0
290,EOY Michael -- COMPS LOW,Discovering great art,The Metropolitan Museum of Art (membership@metmuseum.org),12/17/12,7:03:36 AM,32,9,0.28125,0,0,0,0
289,EOY Michael -- DONORS HIGH,Discovering great art,The Metropolitan Museum of Art (development@metmuseum.org),12/17/12,7:03:18 AM,1992,387,0.194277108,9,0.004518072,6,0.003012048
288,EOY Michael -- DONORS MID,Discovering great art,The Metropolitan Museum of Art (development@metmuseum.org),12/17/12,7:02:41 AM,622,116,0.186495177,4,0.006430868,2,0.003215434
278,EOY Michael -- COMPS HIGH,Discovering great art,The Metropolitan Museum of Art (membership@metmuseum.org),12/17/12,7:02:21 AM,394,164,0.416243655,8,0.020304569,0,0
291,EOY Michael -- COMPS MID,Discovering great art,The Metropolitan Museum of Art (membership@metmuseum.org),12/17/12,7:02:14 AM,13,4,0.307692308,0,0,0,0
